Customer_ID,Segment,Acquisition_Channel,Signup_Date,Churn_Date,Status,MRR,Lifetime_Value
CUST_0034,Enterprise,Paid Ads,2024-03-27,,Active,2500,25000
CUST_0035,Enterprise,Referral,2023-09-19,2024-12-12,Churned,2500,37500
CUST_0036,Mid-Market,Paid Ads,2023-02-17,,Active,499,11477
CUST_0037,SMB,Paid Ads,2023-08-09,2024-07-04,Churned,99,1089
CUST_0038,SMB,Sales Outbound,2023-08-30,2024-06-25,Churned,99,990
CUST_0039,Mid-Market,Organic,2024-03-15,2024-07-13,Churned,499,1996
CUST_0040,SMB,Paid Ads,2023-07-08,,Active,99,1881
CUST_0041,SMB,Paid Ads,2023-04-05,,Active,99,2178
CUST_0042,SMB,Referral,2024-02-13,2024-08-11,Churned,99,594
CUST_0043,SMB,Referral,2023-04-22,,Active,99,2079
CUST_0044,Enterprise,Sales Outbound,2024-09-03,2025-01-01,Churned,2500,10000
CUST_0045,SMB,Sales Outbound,2024-11-17,,Active,99,198
CUST_0046,Mid-Market,Paid Ads,2024-03-28,,Active,499,4990
CUST_0047,SMB,Organic,2023-05-13,2024-01-08,Churned,99,792
CUST_0048,SMB,Organic,2024-12-13,,Active,99,99
CUST_0049,SMB,Sales Outbound,2024-12-01,,Active,99,198
CUST_0050,SMB,Referral,2024-11-12,,Active,99,198
CUST_0051,Enterprise,Paid Ads,2024-06-06,,Active,2500,17500
CUST_0052,Mid-Market,Paid Ads,2023-10-13,,Active,499,7485
CUST_0053,Enterprise,Organic,2023-05-17,,Active,2500,50000
CUST_0054,Mid-Market,Sales Outbound,2023-01-03,,Active,499,12475
CUST_0055,SMB,Organic,2024-05-27,,Active,99,792
CUST_0056,Enterprise,Organic,2023-08-11,,Active,2500,42500
CUST_0057,SMB,Sales Outbound,2023-11-04,2024-03-03,Churned,99,396
CUST_0058,SMB,Referral,2023-11-04,,Active,99,1485
CUST_0059,SMB,Paid Ads,2024-10-03,,Active,99,297
CUST_0060,SMB,Referral,2024-02-09,,Active,99,1089
CUST_0061,SMB,Sales Outbound,2023-10-27,,Active,99,1485
CUST_0062,SMB,Sales Outbound,2023-02-12,,Active,99,2277
CUST_0063,Mid-Market,Paid Ads,2023-11-18,2024-10-13,Churned,499,5489
CUST_0064,SMB,Referral,2023-09-20,2024-07-16,Churned,99,990
CUST_0065,SMB,Paid Ads,2024-09-14,,Active,99,396
CUST_0066,SMB,Organic,2023-11-04,,Active,99,1485
CUST_0067,SMB,Organic,2023-01-03,2024-03-28,Churned,99,1485
CUST_0068,Mid-Market,Organic,2023-09-27,,Active,499,7984
CUST_0069,SMB,Referral,2023-07-05,2024-05-30,Churned,99,1089
CUST_0070,Enterprise,Organic,2023-10-19,,Active,2500,37500
CUST_0071,Mid-Market,Paid Ads,2024-03-03,,Active,499,5489
CUST_0072,SMB,Referral,2024-08-07,,Active,99,495
CUST_0073,SMB,Paid Ads,2023-06-08,,Active,99,1980
CUST_0074,Mid-Market,Sales Outbound,2023-01-31,,Active,499,11976
CUST_0075,Mid-Market,Referral,2024-09-15,,Active,499,1996
CUST_0076,Mid-Market,Paid Ads,2023-07-26,,Active,499,8982
CUST_0077,Mid-Market,Paid Ads,2024-10-20,,Active,499,1497
CUST_0078,SMB,Referral,2024-05-16,2024-11-12,Churned,99,594
CUST_0079,SMB,Sales Outbound,2023-02-16,2024-05-11,Churned,99,1485
CUST_0080,SMB,Referral,2023-04-12,2023-12-08,Churned,99,792
CUST_0081,Mid-Market,Organic,2024-04-24,2025-01-19,Churned,499,4491
CUST_0082,Mid-Market,Organic,2024-09-07,,Active,499,1996
CUST_0083,SMB,Sales Outbound,2024-08-28,,Active,99,495
CUST_0084,SMB,Paid Ads,2024-04-21,2024-10-18,Churned,99,594
CUST_0085,SMB,Paid Ads,2023-05-11,2024-12-01,Churned,99,1881
CUST_0086,SMB,Paid Ads,2024-11-06,2025-01-05,Churned,99,198
CUST_0087,Mid-Market,Referral,2023-12-25,,Active,499,6487
CUST_0088,Mid-Market,Referral,2023-08-24,2024-08-18,Churned,499,5988
CUST_0089,Mid-Market,Sales Outbound,2024-07-09,,Active,499,2994
CUST_0090,SMB,Organic,2023-08-19,2023-10-18,Churned,99,198
CUST_0091,SMB,Paid Ads,2023-12-21,,Active,99,1287
CUST_0092,Mid-Market,Organic,2023-06-23,,Active,499,9481
CUST_0093,Mid-Market,Referral,2023-05-16,2024-10-07,Churned,499,8483
CUST_0094,SMB,Referral,2023-05-11,2025-01-30,Churned,99,2079
CUST_0095,Mid-Market,Referral,2023-07-18,,Active,499,8982
CUST_0096,SMB,Organic,2024-12-19,,Active,99,99
CUST_0097,SMB,Sales Outbound,2023-05-20,2024-02-14,Churned,99,891
CUST_0098,SMB,Sales Outbound,2024-01-19,,Active,99,1188
CUST_0099,SMB,Referral,2024-04-27,2024-05-27,Churned,99,99
CUST_0100,SMB,Paid Ads,2023-01-17,,Active,99,2376
CUST_0101,SMB,Organic,2023-10-02,,Active,99,1584
CUST_0102,Mid-Market,Referral,2023-05-05,2023-12-01,Churned,499,3493
CUST_0103,SMB,Organic,2024-09-16,,Active,99,396
CUST_0104,SMB,Organic,2023-10-02,2024-06-28,Churned,99,891
CUST_0105,Enterprise,Sales Outbound,2023-06-11,,Active,2500,47500
CUST_0106,SMB,Referral,2023-10-17,,Active,99,1485
CUST_0107,SMB,Sales Outbound,2024-01-27,2024-09-23,Churned,99,792
CUST_0108,Mid-Market,Referral,2024-01-07,,Active,499,5988
CUST_0109,SMB,Organic,2024-06-27,,Active,99,693
CUST_0110,SMB,Sales Outbound,2024-09-24,,Active,99,396
CUST_0111,SMB,Organic,2023-10-31,2023-11-30,Churned,99,99
CUST_0112,SMB,Referral,2023-03-20,2023-09-16,Churned,99,594
CUST_0113,Enterprise,Paid Ads,2024-05-03,,Active,2500,22500
CUST_0114,Mid-Market,Sales Outbound,2023-06-24,,Active,499,9481
CUST_0115,Mid-Market,Sales Outbound,2023-08-16,,Active,499,8483
CUST_0116,Mid-Market,Organic,2023-06-17,,Active,499,9481
CUST_0117,Mid-Market,Organic,2024-03-04,2025-01-28,Churned,499,5489
CUST_0118,SMB,Paid Ads,2023-10-01,,Active,99,1584
CUST_0119,Mid-Market,Sales Outbound,2024-03-25,2025-01-19,Churned,499,4990
CUST_0120,SMB,Referral,2023-12-01,,Active,99,1386
CUST_0121,Mid-Market,Referral,2023-10-20,,Active,499,7485
CUST_0122,Mid-Market,Sales Outbound,2024-02-10,,Active,499,5489
CUST_0123,SMB,Sales Outbound,2024-10-06,,Active,99,297
CUST_0124,SMB,Sales Outbound,2023-12-07,2024-05-05,Churned,99,495
CUST_0125,SMB,Paid Ads,2024-02-27,2024-11-23,Churned,99,891
CUST_0126,SMB,Referral,2023-08-27,2024-09-20,Churned,99,1287
CUST_0127,Mid-Market,Referral,2024-10-26,,Active,499,1497
CUST_0128,Mid-Market,Organic,2023-08-26,2023-10-25,Churned,499,998
CUST_0129,SMB,Organic,2023-11-22,,Active,99,1386
CUST_0130,SMB,Sales Outbound,2024-08-16,,Active,99,495
CUST_0131,SMB,Organic,2023-11-20,,Active,99,1386
CUST_0132,SMB,Paid Ads,2024-06-21,2024-08-20,Churned,99,198
CUST_0133,SMB,Referral,2023-03-21,,Active,99,2178
CUST_0134,SMB,Referral,2023-09-14,2025-01-06,Churned,99,1584
CUST_0135,Enterprise,Organic,2024-12-14,,Active,2500,2500
CUST_0136,SMB,Sales Outbound,2024-04-06,,Active,99,891
CUST_0137,SMB,Organic,2024-11-21,,Active,99,198
CUST_0138,Mid-Market,Sales Outbound,2024-10-17,,Active,499,1497
CUST_0139,SMB,Paid Ads,2023-05-10,2024-01-05,Churned,99,792
CUST_0140,Enterprise,Referral,2023-10-17,,Active,2500,37500
CUST_0141,Enterprise,Paid Ads,2024-01-27,,Active,2500,30000
CUST_0142,SMB,Referral,2024-04-20,,Active,99,891
CUST_0143,SMB,Paid Ads,2024-10-08,2025-01-06,Churned,99,297
CUST_0144,SMB,Organic,2023-11-28,,Active,99,1386
CUST_0145,SMB,Paid Ads,2023-07-31,2024-04-26,Churned,99,891
CUST_0146,SMB,Paid Ads,2023-06-25,2024-12-16,Churned,99,1782
CUST_0147,Mid-Market,Organic,2024-05-12,,Active,499,3992
CUST_0148,SMB,Referral,2024-10-20,,Active,99,297
CUST_0149,SMB,Referral,2024-01-13,2024-07-11,Churned,99,594
CUST_0150,SMB,Organic,2023-11-14,,Active,99,1386
CUST_0151,Enterprise,Paid Ads,2024-04-07,,Active,2500,22500
CUST_0152,SMB,Paid Ads,2024-10-09,,Active,99,297
CUST_0153,SMB,Paid Ads,2023-12-18,,Active,99,1287
CUST_0154,SMB,Sales Outbound,2023-06-12,,Active,99,1881
CUST_0155,Enterprise,Referral,2023-08-18,,Active,2500,42500
CUST_0156,SMB,Paid Ads,2024-06-08,,Active,99,693
CUST_0157,Mid-Market,Referral,2023-07-31,2023-11-28,Churned,499,1996
CUST_0158,Mid-Market,Paid Ads,2024-11-24,,Active,499,998
CUST_0159,SMB,Organic,2024-09-06,,Active,99,396
CUST_0160,Mid-Market,Organic,2023-08-29,2024-08-23,Churned,499,5988
CUST_0161,SMB,Referral,2023-09-12,2024-06-08,Churned,99,891
CUST_0162,Mid-Market,Referral,2024-08-17,,Active,499,2495
CUST_0163,Mid-Market,Organic,2023-08-25,2024-08-19,Churned,499,5988
CUST_0164,SMB,Sales Outbound,2024-06-26,,Active,99,693
CUST_0165,SMB,Organic,2024-08-22,,Active,99,495
CUST_0166,Mid-Market,Paid Ads,2024-12-23,,Active,499,499
CUST_0167,SMB,Sales Outbound,2023-07-16,,Active,99,1782
CUST_0168,SMB,Organic,2023-09-04,2023-12-03,Churned,99,297
CUST_0169,SMB,Sales Outbound,2024-04-04,2024-05-04,Churned,99,99
CUST_0170,SMB,Sales Outbound,2024-12-17,,Active,99,99
CUST_0171,Mid-Market,Sales Outbound,2023-05-23,2024-11-13,Churned,499,8982
CUST_0172,SMB,Referral,2024-10-27,,Active,99,297
CUST_0173,SMB,Organic,2024-02-24,,Active,99,1089
CUST_0174,SMB,Referral,2023-08-20,2023-12-18,Churned,99,396
CUST_0175,Mid-Market,Referral,2023-03-06,,Active,499,11477
CUST_0176,SMB,Paid Ads,2024-11-11,,Active,99,198
CUST_0177,Mid-Market,Paid Ads,2023-08-23,,Active,499,8483
CUST_0178,SMB,Sales Outbound,2023-05-07,2024-03-02,Churned,99,990
CUST_0179,Enterprise,Sales Outbound,2024-06-07,,Active,2500,17500
CUST_0180,SMB,Paid Ads,2024-12-26,,Active,99,99
CUST_0181,SMB,Paid Ads,2023-05-26,2023-10-23,Churned,99,495
CUST_0182,SMB,Organic,2024-05-25,,Active,99,792
CUST_0183,Enterprise,Sales Outbound,2024-01-27,,Active,2500,30000
CUST_0184,Mid-Market,Sales Outbound,2024-09-21,,Active,499,1996
CUST_0185,SMB,Paid Ads,2023-04-07,2024-05-01,Churned,99,1287
CUST_0186,Mid-Market,Organic,2024-12-28,,Active,499,499
CUST_0187,Mid-Market,Paid Ads,2023-06-11,2024-02-06,Churned,499,3992
CUST_0188,SMB,Paid Ads,2023-06-10,2024-04-05,Churned,99,990
CUST_0189,SMB,Referral,2023-04-07,2023-05-07,Churned,99,99
CUST_0190,SMB,Sales Outbound,2023-01-29,2024-03-24,Churned,99,1386
CUST_0191,SMB,Organic,2024-06-10,,Active,99,693
CUST_0192,Mid-Market,Referral,2024-01-26,,Active,499,5988
CUST_0193,Enterprise,Sales Outbound,2024-05-14,,Active,2500,20000
CUST_0194,Mid-Market,Paid Ads,2024-11-14,,Active,499,998
CUST_0195,SMB,Organic,2024-08-02,2024-10-31,Churned,99,297
CUST_0196,SMB,Sales Outbound,2024-05-26,,Active,99,792
CUST_0197,Mid-Market,Paid Ads,2024-04-20,2024-11-16,Churned,499,3493
CUST_0198,Mid-Market,Referral,2024-01-22,,Active,499,5988
CUST_0199,Mid-Market,Organic,2023-02-02,,Active,499,11976
CUST_0200,Mid-Market,Sales Outbound,2024-08-09,,Active,499,2495
CUST_0201,Mid-Market,Referral,2023-07-30,2024-04-25,Churned,499,4491
CUST_0202,SMB,Paid Ads,2024-07-28,,Active,99,594
CUST_0203,SMB,Paid Ads,2023-11-09,2024-04-07,Churned,99,495
CUST_0204,Mid-Market,Sales Outbound,2024-07-20,,Active,499,2994
CUST_0205,Mid-Market,Paid Ads,2023-09-20,,Active,499,7984
CUST_0206,SMB,Organic,2023-12-21,,Active,99,1287
CUST_0207,SMB,Sales Outbound,2024-02-01,2024-03-02,Churned,99,99
CUST_0208,Mid-Market,Referral,2024-10-20,,Active,499,1497
CUST_0209,SMB,Sales Outbound,2024-12-23,,Active,99,99
CUST_0210,SMB,Sales Outbound,2024-05-23,,Active,99,792
CUST_0211,SMB,Referral,2023-04-23,2023-05-23,Churned,99,99
CUST_0212,Mid-Market,Paid Ads,2023-08-18,,Active,499,8483
CUST_0213,Mid-Market,Referral,2024-08-11,,Active,499,2495
CUST_0214,SMB,Organic,2024-04-21,,Active,99,891
CUST_0215,Mid-Market,Paid Ads,2023-05-19,,Active,499,9980
CUST_0216,SMB,Sales Outbound,2024-07-06,,Active,99,594
CUST_0217,SMB,Paid Ads,2024-09-02,2024-10-02,Churned,99,99
CUST_0218,Mid-Market,Paid Ads,2024-11-17,,Active,499,998
CUST_0219,Mid-Market,Organic,2023-03-06,2023-04-05,Churned,499,499
CUST_0220,Mid-Market,Paid Ads,2024-03-08,,Active,499,4990
CUST_0221,Mid-Market,Paid Ads,2024-05-17,,Active,499,3992
CUST_0222,SMB,Paid Ads,2024-09-03,2024-11-02,Churned,99,198
CUST_0223,SMB,Sales Outbound,2023-09-26,2023-11-25,Churned,99,198
CUST_0224,SMB,Paid Ads,2024-10-30,,Active,99,297
CUST_0225,SMB,Referral,2023-06-25,2024-06-19,Churned,99,1188
CUST_0226,SMB,Paid Ads,2023-01-08,2023-08-06,Churned,99,693
CUST_0227,Enterprise,Organic,2023-11-04,,Active,2500,37500
CUST_0228,SMB,Paid Ads,2024-03-08,,Active,99,990
CUST_0229,Mid-Market,Paid Ads,2024-09-23,,Active,499,1996
CUST_0230,Mid-Market,Sales Outbound,2023-06-28,2024-08-21,Churned,499,6986
CUST_0231,Mid-Market,Referral,2024-06-27,2024-08-26,Churned,499,998
CUST_0232,SMB,Paid Ads,2024-08-23,,Active,99,495
CUST_0233,SMB,Referral,2023-07-08,2023-08-07,Churned,99,99
CUST_0234,SMB,Organic,2023-03-06,,Active,99,2277
CUST_0235,SMB,Sales Outbound,2023-12-09,2024-03-08,Churned,99,297
CUST_0236,Mid-Market,Referral,2024-06-07,,Active,499,3493
CUST_0237,SMB,Sales Outbound,2024-11-18,,Active,99,198
CUST_0238,SMB,Paid Ads,2024-05-05,,Active,99,891
CUST_0239,Mid-Market,Organic,2023-12-25,,Active,499,6487
CUST_0240,SMB,Sales Outbound,2024-08-07,2024-10-06,Churned,99,198
CUST_0241,Enterprise,Paid Ads,2024-12-25,,Active,2500,2500
CUST_0242,Enterprise,Referral,2023-06-06,,Active,2500,50000
CUST_0243,Enterprise,Organic,2023-04-07,,Active,2500,55000
CUST_0244,SMB,Organic,2024-01-02,,Active,99,1287
CUST_0245,SMB,Referral,2024-04-14,,Active,99,891
CUST_0246,Enterprise,Referral,2024-02-02,,Active,2500,30000
CUST_0247,SMB,Organic,2024-12-20,,Active,99,99
CUST_0248,Enterprise,Sales Outbound,2024-04-28,,Active,2500,22500
CUST_0249,Enterprise,Organic,2024-05-24,,Active,2500,20000
CUST_0250,Mid-Market,Referral,2023-07-29,,Active,499,8982
CUST_0251,SMB,Sales Outbound,2023-08-02,2023-10-01,Churned,99,198
CUST_0252,SMB,Paid Ads,2023-09-27,,Active,99,1584
CUST_0253,Mid-Market,Organic,2024-02-05,,Active,499,5988
CUST_0254,SMB,Referral,2024-02-15,,Active,99,1089
CUST_0255,SMB,Paid Ads,2023-11-11,,Active,99,1386
CUST_0256,SMB,Organic,2023-10-17,2024-12-10,Churned,99,1386
CUST_0257,Enterprise,Organic,2023-02-12,,Active,2500,57500
CUST_0258,Mid-Market,Sales Outbound,2024-12-15,,Active,499,499
CUST_0259,SMB,Referral,2023-03-16,2024-10-06,Churned,99,1881
CUST_0260,SMB,Paid Ads,2023-05-22,,Active,99,1980
CUST_0261,Mid-Market,Organic,2023-08-14,2024-09-07,Churned,499,6487
CUST_0262,Enterprise,Sales Outbound,2023-05-16,,Active,2500,50000
CUST_0263,SMB,Paid Ads,2023-03-21,2023-08-18,Churned,99,495
CUST_0264,SMB,Paid Ads,2023-08-07,2024-10-30,Churned,99,1485
CUST_0265,Mid-Market,Organic,2023-11-11,,Active,499,6986
CUST_0266,Mid-Market,Paid Ads,2023-10-06,,Active,499,7984
CUST_0267,Mid-Market,Organic,2024-12-28,,Active,499,499
CUST_0268,Mid-Market,Sales Outbound,2023-09-27,,Active,499,7984
CUST_0269,SMB,Sales Outbound,2023-05-30,,Active,99,1980
CUST_0270,SMB,Paid Ads,2024-03-18,,Active,99,990
CUST_0271,Mid-Market,Organic,2024-04-23,,Active,499,4491
CUST_0272,Mid-Market,Referral,2023-02-24,,Active,499,11477
CUST_0273,Mid-Market,Sales Outbound,2023-12-18,2024-05-16,Churned,499,2495
CUST_0274,Enterprise,Organic,2023-12-24,,Active,2500,32500
CUST_0275,SMB,Organic,2023-04-24,,Active,99,2079
CUST_0276,SMB,Organic,2024-04-05,,Active,99,990
CUST_0277,Mid-Market,Paid Ads,2023-01-20,,Active,499,11976
CUST_0278,Mid-Market,Referral,2023-05-29,,Active,499,9980
CUST_0279,Mid-Market,Paid Ads,2024-04-17,,Active,499,4491
CUST_0280,Mid-Market,Sales Outbound,2024-05-25,,Active,499,3992
CUST_0281,Mid-Market,Paid Ads,2024-11-27,,Active,499,998
CUST_0282,SMB,Organic,2023-04-25,,Active,99,2079
CUST_0283,SMB,Paid Ads,2024-12-31,,Active,99,99
CUST_0284,SMB,Organic,2024-09-06,,Active,99,396
CUST_0285,SMB,Referral,2023-08-21,2023-11-19,Churned,99,297
CUST_0286,SMB,Paid Ads,2023-09-30,2023-10-30,Churned,99,99
CUST_0287,SMB,Paid Ads,2023-03-27,2024-03-21,Churned,99,1188
CUST_0288,SMB,Paid Ads,2024-02-04,2024-06-03,Churned,99,396
CUST_0289,SMB,Organic,2023-04-25,,Active,99,2079
CUST_0290,SMB,Organic,2024-04-12,,Active,99,891
CUST_0291,SMB,Paid Ads,2024-09-21,,Active,99,396
CUST_0292,SMB,Paid Ads,2023-05-13,2023-07-12,Churned,99,198
CUST_0293,Mid-Market,Referral,2024-10-28,,Active,499,1497
CUST_0294,SMB,Referral,2024-06-18,,Active,99,693
CUST_0295,SMB,Sales Outbound,2024-12-21,,Active,99,99
CUST_0296,SMB,Referral,2024-08-20,,Active,99,495
CUST_0297,Mid-Market,Referral,2023-08-01,,Active,499,8982
CUST_0298,SMB,Referral,2024-05-20,,Active,99,792
CUST_0299,Mid-Market,Organic,2023-01-12,,Active,499,11976
CUST_0300,SMB,Referral,2023-06-13,2025-01-03,Churned,99,1881
CUST_0301,SMB,Referral,2023-10-04,,Active,99,1584
CUST_0302,SMB,Paid Ads,2023-07-14,,Active,99,1782
CUST_0303,SMB,Organic,2024-08-12,,Active,99,495
CUST_0304,Mid-Market,Sales Outbound,2023-02-22,,Active,499,11477
CUST_0305,Mid-Market,Sales Outbound,2023-12-20,,Active,499,6487
CUST_0306,Enterprise,Referral,2023-10-02,,Active,2500,40000
CUST_0307,SMB,Sales Outbound,2024-03-21,,Active,99,990
CUST_0308,SMB,Sales Outbound,2023-06-29,2024-11-20,Churned,99,1683
CUST_0309,Mid-Market,Sales Outbound,2024-04-09,,Active,499,4491
CUST_0310,SMB,Referral,2024-12-23,,Active,99,99
CUST_0311,SMB,Sales Outbound,2023-05-14,2023-06-13,Churned,99,99
CUST_0312,SMB,Referral,2023-04-12,2024-02-06,Churned,99,990
CUST_0313,SMB,Paid Ads,2024-04-17,2024-09-14,Churned,99,495
CUST_0314,Enterprise,Paid Ads,2024-03-27,2024-04-26,Churned,2500,2500
CUST_0315,Mid-Market,Sales Outbound,2023-05-22,,Active,499,9980
CUST_0316,Mid-Market,Paid Ads,2023-09-16,2023-10-16,Churned,499,499
CUST_0317,SMB,Referral,2023-02-03,2024-11-24,Churned,99,2178
CUST_0318,SMB,Paid Ads,2023-06-25,,Active,99,1881
CUST_0319,SMB,Sales Outbound,2024-10-01,2025-01-29,Churned,99,396
CUST_0320,SMB,Referral,2024-08-13,,Active,99,495
CUST_0321,SMB,Organic,2024-01-12,,Active,99,1188
CUST_0322,Mid-Market,Referral,2023-11-01,,Active,499,7485
CUST_0323,Mid-Market,Paid Ads,2024-01-09,2024-04-08,Churned,499,1497
CUST_0324,SMB,Organic,2023-06-04,2024-01-30,Churned,99,792
CUST_0325,Enterprise,Referral,2024-07-07,,Active,2500,15000
CUST_0326,Mid-Market,Organic,2024-06-08,,Active,499,3493
CUST_0327,SMB,Organic,2024-07-03,,Active,99,693
CUST_0328,Mid-Market,Organic,2024-06-07,,Active,499,3493
CUST_0329,SMB,Referral,2023-04-30,,Active,99,2079
CUST_0330,SMB,Paid Ads,2023-09-24,2024-09-18,Churned,99,1188
CUST_0331,SMB,Referral,2024-11-30,,Active,99,198
CUST_0332,Mid-Market,Paid Ads,2024-09-13,,Active,499,1996
CUST_0333,SMB,Referral,2023-10-02,,Active,99,1584
CUST_0334,SMB,Referral,2024-01-20,2024-05-19,Churned,99,396
CUST_0335,SMB,Referral,2023-08-20,,Active,99,1683
CUST_0336,SMB,Paid Ads,2023-07-14,,Active,99,1782
CUST_0337,Mid-Market,Referral,2024-02-24,2024-06-23,Churned,499,1996
CUST_0338,Mid-Market,Organic,2023-02-13,,Active,499,11477
CUST_0339,SMB,Referral,2023-06-18,,Active,99,1881
CUST_0340,SMB,Organic,2024-12-23,,Active,99,99
CUST_0341,SMB,Sales Outbound,2023-09-27,,Active,99,1584
CUST_0342,SMB,Sales Outbound,2023-05-13,2023-10-10,Churned,99,495
CUST_0343,SMB,Paid Ads,2024-05-30,,Active,99,792
CUST_0344,SMB,Paid Ads,2024-11-01,2024-12-31,Churned,99,198
CUST_0345,SMB,Sales Outbound,2024-06-05,,Active,99,693
CUST_0346,Mid-Market,Referral,2024-12-15,,Active,499,499
CUST_0347,Mid-Market,Referral,2023-04-20,2023-08-18,Churned,499,1996
CUST_0348,SMB,Referral,2024-02-19,,Active,99,1089
CUST_0349,SMB,Sales Outbound,2024-06-06,2024-11-03,Churned,99,495
CUST_0350,Mid-Market,Organic,2023-10-04,2024-12-27,Churned,499,7485
CUST_0351,SMB,Paid Ads,2023-05-16,2023-06-15,Churned,99,99
CUST_0352,Mid-Market,Organic,2024-06-12,,Active,499,3493
CUST_0353,Mid-Market,Sales Outbound,2024-03-22,,Active,499,4990
CUST_0354,SMB,Organic,2024-09-17,,Active,99,396
CUST_0355,SMB,Referral,2023-12-17,2024-10-12,Churned,99,990
CUST_0356,Mid-Market,Referral,2024-07-22,,Active,499,2994
CUST_0357,SMB,Organic,2024-11-30,,Active,99,198
CUST_0358,SMB,Sales Outbound,2024-08-14,,Active,99,495
CUST_0359,Enterprise,Organic,2024-12-10,,Active,2500,2500
CUST_0360,SMB,Referral,2023-01-11,2023-07-10,Churned,99,594
CUST_0361,SMB,Referral,2023-09-06,2024-03-04,Churned,99,594
CUST_0362,Mid-Market,Sales Outbound,2023-10-31,,Active,499,7485
CUST_0363,SMB,Organic,2024-08-27,,Active,99,495
CUST_0364,SMB,Referral,2023-10-12,2024-03-10,Churned,99,495
CUST_0365,Enterprise,Referral,2023-09-25,,Active,2500,40000
CUST_0366,SMB,Organic,2024-03-19,,Active,99,990
CUST_0367,Enterprise,Organic,2024-11-10,,Active,2500,5000
CUST_0368,Enterprise,Paid Ads,2024-02-19,,Active,2500,27500
CUST_0369,SMB,Sales Outbound,2024-10-11,,Active,99,297
CUST_0370,SMB,Sales Outbound,2024-04-25,2024-12-21,Churned,99,792
CUST_0371,SMB,Organic,2023-03-24,2023-12-19,Churned,99,891
CUST_0372,SMB,Sales Outbound,2023-08-12,2023-11-10,Churned,99,297
CUST_0373,SMB,Referral,2023-05-20,,Active,99,1980
CUST_0374,Mid-Market,Organic,2023-08-27,,Active,499,8483
CUST_0375,SMB,Organic,2023-01-04,2023-03-05,Churned,99,198
CUST_0376,SMB,Organic,2024-11-06,,Active,99,198
CUST_0377,Mid-Market,Paid Ads,2023-09-19,2024-06-15,Churned,499,4491
CUST_0378,SMB,Sales Outbound,2023-12-23,2024-03-22,Churned,99,297
CUST_0379,Mid-Market,Paid Ads,2023-06-02,,Active,499,9980
CUST_0380,SMB,Referral,2023-09-02,,Active,99,1683
CUST_0381,SMB,Sales Outbound,2024-01-15,2024-07-13,Churned,99,594
CUST_0382,Mid-Market,Paid Ads,2024-09-11,,Active,499,1996
CUST_0383,Mid-Market,Organic,2024-06-01,,Active,499,3992
CUST_0384,Mid-Market,Paid Ads,2023-01-07,2023-10-04,Churned,499,4491
CUST_0385,Mid-Market,Organic,2024-05-29,,Active,499,3992
CUST_0386,Mid-Market,Paid Ads,2023-01-31,,Active,499,11976
CUST_0387,SMB,Paid Ads,2024-01-24,2024-12-19,Churned,99,1089
