Transaction_ID,Time_Seconds,Amount,V1,V2,V3,Class,Fraud_Probability,Predicted_Class,Status,Potential_Loss_Saved
TRX_000028,2747,71.01,1.8978175338219256,0.38607566129790544,0.2202219946954835,0,0.0,Legitimate,Approved,0.0
TRX_000029,59150,25.62,-1.423238877621145,-0.061013397795221906,2.587309058987441,0,0.0,Legitimate,Approved,0.0
TRX_000030,65725,45.53,0.30953322984777676,0.7119622005695546,-1.5484977801728201,0,0.0,Legitimate,Approved,0.0
TRX_000031,84654,42.94,1.0473839814955406,0.4577239540204997,0.023437559662805734,0,0.0,Legitimate,Approved,0.0
TRX_000032,35773,25.5,1.6949851246902827,-2.3755873150081572,0.9236725787749773,0,0.0,Legitimate,Approved,0.0
TRX_000033,67435,15.55,1.8927841149495035,0.28423602887105853,0.434870516011614,0,0.0,Legitimate,Approved,0.0
TRX_000034,56886,33.06,0.3227912325950902,-0.31040098372985436,0.07760362402900596,0,0.0,Legitimate,Approved,0.0
TRX_000035,66803,27.37,1.0585967688320217,-0.2616233468418667,-0.37440967054025864,0,0.0,Legitimate,Approved,0.0
TRX_000036,31551,11.46,1.1080557886478286,0.47007603966911704,-0.7840936156409308,0,0.0,Legitimate,Approved,0.0
TRX_000037,11394,63.92,0.26346114958227246,0.4012207278869307,-0.005623660611192624,0,0.0,Legitimate,Approved,0.0
TRX_000038,69092,34.63,-1.0640305841616002,0.1367625784939878,-0.4533479942035075,0,0.0,Legitimate,Approved,0.0
TRX_000039,3890,28.91,0.8521020001575641,0.20394555933532474,-0.6086159536384823,0,0.0,Legitimate,Approved,0.0
TRX_000040,41606,7.45,1.5630628383267962,0.15686516771064551,1.1500481135684169,0,0.0,Legitimate,Approved,0.0
TRX_000041,80038,45.47,-1.3332107310736347,0.6480125202792075,-0.5288406329577923,0,0.0,Legitimate,Approved,0.0
TRX_000042,10627,7.48,0.5174662565267246,0.33844342072042743,0.8350105122027759,0,0.01,Legitimate,Approved,0.0
TRX_000043,8792,38.13,-0.33236123174137977,-0.09867207777247132,-1.7332399097927436,0,0.0,Legitimate,Approved,0.0
TRX_000044,73969,77.66,0.3414653002290495,-0.20845589018182503,-0.6892343328361479,0,0.0,Legitimate,Approved,0.0
TRX_000045,43001,174.54,-0.44883245133132915,-0.5881823198540609,-0.23138250755602385,0,0.0,Legitimate,Approved,0.0
TRX_000046,76552,35.41,0.4446176533856922,-1.2299691026173178,2.1121028999276947,0,0.0,Legitimate,Approved,0.0
TRX_000047,23897,192.16,0.8695869729221406,-1.413034894645052,2.0920901875675,0,0.0,Legitimate,Approved,0.0
TRX_000048,68148,68.9,-0.5347445549983202,-0.37839717485014507,1.5478541608840055,0,0.0,Legitimate,Approved,0.0
TRX_000049,23483,53.11,-0.31404497555797567,0.3474748157326519,0.15960949605496885,0,0.0,Legitimate,Approved,0.0
TRX_000050,48555,101.08,-0.35687121367899277,0.2438391420512626,0.5140840056188577,0,0.0,Legitimate,Approved,0.0
TRX_000051,17159,126.35,1.3231784818360044,0.6767645538260231,-1.1893770733567102,0,0.0,Legitimate,Approved,0.0
TRX_000052,80077,75.45,1.5317962295994465,-2.44718953157985,1.8045719683991501,0,0.0,Legitimate,Approved,0.0
TRX_000053,35920,28.76,-1.6036882997182138,-0.38619817526535516,0.7266285887770122,0,0.0,Legitimate,Approved,0.0
TRX_000054,67121,19.37,0.25473000457842976,0.5366790922911395,0.5504699590322522,0,0.0,Legitimate,Approved,0.0
TRX_000055,69479,9.11,-0.057706472943956935,-1.8368041063124345,-0.8197976769996876,0,0.0,Legitimate,Approved,0.0
TRX_000056,19457,39.18,-0.5367129332759438,-0.11084919284821182,0.8882334406033765,0,0.0,Legitimate,Approved,0.0
TRX_000057,66557,107.91,0.7168721103171718,0.6543786681837737,-0.7624689860447271,0,0.0,Legitimate,Approved,0.0
TRX_000058,77189,12.66,0.009110007275777751,0.2751065348830903,-1.2165873463378183,0,0.0,Legitimate,Approved,0.0
TRX_000059,78953,11.28,1.5372830707425227,-0.8354916470042939,-0.851749797211239,0,0.0,Legitimate,Approved,0.0
TRX_000060,52995,199.92,0.37828663736432633,-0.9775848347343739,0.3434979785862498,0,0.0,Legitimate,Approved,0.0
TRX_000061,40757,25.63,-0.8164920489542784,-0.6254206389550641,-0.6246404975827137,0,0.01,Legitimate,Approved,0.0
TRX_000062,9692,5.93,-0.1134996615217961,0.7006616013832837,1.356031878879824,0,0.0,Legitimate,Approved,0.0
TRX_000063,45758,7.72,-0.6436575039506257,1.4619806858479005,0.3592471215116709,0,0.0,Legitimate,Approved,0.0
TRX_000064,72409,51.56,1.5807992014505445,0.8016383806808371,-0.7409894529190467,0,0.0,Legitimate,Approved,0.0
TRX_000065,71211,20.57,0.35207628998487683,1.4227603143968814,0.1552367946475575,0,0.0,Legitimate,Approved,0.0
TRX_000066,65697,53.43,0.9684577985101018,-0.8697285428266779,0.41669755779836176,0,0.0,Legitimate,Approved,0.0
TRX_000067,37065,26.53,-1.2914482376478211,-0.13794965250274727,0.6303552997679654,0,0.0,Legitimate,Approved,0.0
TRX_000068,32606,40.91,-0.14699534719323257,-0.6508735227163233,1.0595484531865589,0,0.0,Legitimate,Approved,0.0
TRX_000069,11534,193.89,-0.5252055225160669,0.2065084797703249,1.1217586638983494,0,0.0,Legitimate,Approved,0.0
TRX_000070,40397,27.48,-1.04849705517153,1.6555280101307028,-1.5491644708301782,0,0.0,Legitimate,Approved,0.0
TRX_000071,1016,107.5,-0.0593458545631643,0.4758372771239643,0.6778655441440531,0,0.01,Legitimate,Approved,0.0
TRX_000072,55591,37.09,-0.1396014154165391,1.7820608167552434,-0.7119930639516158,0,0.0,Legitimate,Approved,0.0
TRX_000073,23247,10.48,-0.8500732396569236,-1.3043351085638448,-1.1498524939478614,0,0.0,Legitimate,Approved,0.0
TRX_000074,24300,238.98,0.1575597020586335,-0.8863168202817767,-0.2841049020226032,0,0.0,Legitimate,Approved,0.0
TRX_000075,74065,276.54,0.7178021359257928,-1.7825072121156638,0.6905139134880889,0,0.0,Legitimate,Approved,0.0
TRX_000076,82798,28.41,1.0511742635324,-0.2232335005534097,-0.3134618509090959,0,0.0,Legitimate,Approved,0.0
TRX_000077,9268,38.54,-0.5450248823833782,-2.2409655500956873,-1.23318882776169,0,0.0,Legitimate,Approved,0.0
TRX_000078,12185,114.38,0.13401481594654727,-0.5550588024242524,-0.08282980861318816,0,0.0,Legitimate,Approved,0.0
TRX_000079,63704,27.53,-1.0364816470338136,0.5030214304581468,2.3645184401496526,0,0.0,Legitimate,Approved,0.0
TRX_000080,39099,87.05,-1.3898440324025736,-0.8233811477701393,1.1709402306428154,0,0.0,Legitimate,Approved,0.0
TRX_000081,8571,14.68,-0.24630275096895873,-0.9551507076646786,2.119142552350386,0,0.0,Legitimate,Approved,0.0
TRX_000082,38044,207.07,-0.651085927386728,0.20245242325275284,0.1318762189978444,0,0.0,Legitimate,Approved,0.0
TRX_000083,51214,47.63,-1.844885139705541,0.11940013365219952,0.10401875126137186,0,0.0,Legitimate,Approved,0.0
TRX_000084,61228,70.16,0.6871248667564073,1.3699583466296064,0.5440238200831179,0,0.0,Legitimate,Approved,0.0
TRX_000085,48984,128.57,-0.17547634983848862,-0.5800646584892392,-0.5049196599392047,0,0.0,Legitimate,Approved,0.0
TRX_000086,40774,75.09,0.35306251913035186,-0.34783704722940784,0.3588201121071397,0,0.0,Legitimate,Approved,0.0
TRX_000087,2568,31.48,0.5363360634390649,0.5660854852889691,1.5001998627676727,0,0.0,Legitimate,Approved,0.0
TRX_000088,62592,185.03,2.0917330258790994,0.2073936938543438,-1.1873455508819073,0,0.0,Legitimate,Approved,0.0
TRX_000089,67563,76.33,0.33483100759954215,-1.4735021686643472,-0.3105554998580887,0,0.0,Legitimate,Approved,0.0
TRX_000090,2695,28.09,-0.08914196487503648,-0.29073024005458603,-1.360080887739244,0,0.01,Legitimate,Approved,0.0
TRX_000091,48190,7.37,-0.33284509403307955,-0.060597023781147195,-0.40406969486885486,0,0.0,Legitimate,Approved,0.0
TRX_000092,5258,32.64,0.3991010833108174,-0.11078656964684479,-0.3804374922089805,0,0.0,Legitimate,Approved,0.0
TRX_000093,39504,19.5,-1.3163205854122295,0.9799655695601557,-1.6782314696753968,0,0.0,Legitimate,Approved,0.0
TRX_000094,33159,33.94,-1.4069238935366137,0.07033660999584362,-2.7591589238947183,0,0.0,Legitimate,Approved,0.0
TRX_000095,13986,17.43,0.35062168163713703,1.074469392759931,-0.5697672982509591,0,0.02,Legitimate,Approved,0.0
TRX_000096,61858,48.63,-0.14019292626775112,1.0155960153893462,0.9996712194011194,0,0.0,Legitimate,Approved,0.0
TRX_000097,12666,21.13,0.04558817064720562,0.9693195389091203,-0.6418553942168315,0,0.02,Legitimate,Approved,0.0
TRX_000098,38660,137.97,-1.0209610052054194,-0.08999223873863087,-0.4672073320362988,0,0.0,Legitimate,Approved,0.0
TRX_000099,3561,61.19,1.4773334268700569,-0.39711201254221634,2.3015283308301253,0,0.0,Legitimate,Approved,0.0
TRX_000100,26854,20.79,-1.8942595033314273,0.5770465833522866,1.139068533627046,0,0.0,Legitimate,Approved,0.0
TRX_000101,64505,33.42,0.3025203396862079,-1.3796666151240307,-1.9215751890754564,0,0.0,Legitimate,Approved,0.0
TRX_000102,52251,55.08,-0.8054437061235048,0.04861941469169898,-0.6386962324688154,0,0.0,Legitimate,Approved,0.0
TRX_000103,22662,7.37,-0.9481254626962126,0.8680387520293427,0.24666416434473176,0,0.0,Legitimate,Approved,0.0
TRX_000104,8392,52.9,2.6775288264691013,-0.07427166585628082,1.0173672878723095,0,0.02,Legitimate,Approved,0.0
TRX_000105,30535,5.99,-0.4775419765778027,-0.6847723614916718,-0.8291589546785675,0,0.0,Legitimate,Approved,0.0
TRX_000106,78603,153.71,0.043014823784524994,0.305618059463495,0.8575557142859057,0,0.0,Legitimate,Approved,0.0
TRX_000107,52256,22.81,0.8208846174759296,0.6828230683291993,-0.6054015592725424,0,0.0,Legitimate,Approved,0.0
TRX_000108,35222,94.53,1.0443773940108736,0.37099606076393415,0.4165478816063463,0,0.0,Legitimate,Approved,0.0
TRX_000109,77373,10.54,1.410097021511282,-0.19615650315931601,1.1104934044408867,0,0.0,Legitimate,Approved,0.0
TRX_000110,79575,58.82,-0.5879429484999266,0.07110603125831043,-0.3659175872514035,0,0.0,Legitimate,Approved,0.0
TRX_000111,84651,10.25,1.5243671833498118,0.6805952308223321,-0.3270191680375745,0,0.0,Legitimate,Approved,0.0
TRX_000112,63335,24.68,-0.7165435094917202,0.820306736696171,0.3917803975773953,0,0.0,Legitimate,Approved,0.0
TRX_000113,10965,87.16,0.06896697940871935,0.473452407949002,-0.3718321484560173,0,0.0,Legitimate,Approved,0.0
TRX_000114,24538,61.37,-0.01477535734891974,-0.5497245825377179,0.2343694581662902,0,0.0,Legitimate,Approved,0.0
TRX_000115,70592,58.3,0.2637590970162102,-0.08535512706643367,0.6133396914412476,0,0.0,Legitimate,Approved,0.0
TRX_000116,8110,23.25,-0.9142688920035212,-0.7503258732125772,1.5848391311283374,0,0.0,Legitimate,Approved,0.0
TRX_000117,79309,11.64,0.13558331799946596,0.2116101432439434,-0.8865749542788037,0,0.0,Legitimate,Approved,0.0
TRX_000118,27266,72.32,0.5259031905291974,-1.8118473997219466,1.1671797435649047,0,0.0,Legitimate,Approved,0.0
TRX_000119,52992,13.2,-0.5489065386414494,-0.15030955489619618,-0.5872540787488804,0,0.0,Legitimate,Approved,0.0
TRX_000120,82948,17.78,-0.5814148051813929,-0.3628921245226581,0.6216440809682138,0,0.0,Legitimate,Approved,0.0
TRX_000121,6910,138.01,-0.07695512013308484,0.6128659779120943,0.5964269258619913,0,0.01,Legitimate,Approved,0.0
TRX_000122,206,59.05,-0.2507398654351485,-0.3117249914170826,-0.618243294381499,0,0.0,Legitimate,Approved,0.0
TRX_000123,23419,8.47,1.2812509479377407,-0.7670417683210653,-1.4635770538705823,0,0.0,Legitimate,Approved,0.0
TRX_000124,50636,32.76,0.3499904635286438,-0.09511356215622396,-0.23000646818105194,0,0.0,Legitimate,Approved,0.0
TRX_000125,50015,28.27,0.817194313736858,-0.5484436057257303,0.3925449674429078,0,0.0,Legitimate,Approved,0.0
TRX_000126,54268,22.77,0.16404697162629855,-0.9146760845747273,0.6054894563479633,0,0.0,Legitimate,Approved,0.0
TRX_000127,18141,23.47,0.5120755539979408,0.7940756149572855,1.1894919443273373,0,0.0,Legitimate,Approved,0.0
TRX_000128,80356,122.55,1.852305090207579,0.7660180100986465,-0.025221015809650603,0,0.0,Legitimate,Approved,0.0
TRX_000129,71910,243.36,0.6221570771217346,-1.3257211231707897,-0.16960712415594373,0,0.0,Legitimate,Approved,0.0
TRX_000130,56044,31.74,-0.6414320615071771,0.6108824094545787,2.160972198979465,0,0.0,Legitimate,Approved,0.0
TRX_000131,67214,39.01,-1.067858813618523,0.5265154708925964,0.08470794103254127,0,0.0,Legitimate,Approved,0.0
TRX_000132,33827,8.46,-1.1746766167259177,-0.8872812811431793,-1.1316634343664693,0,0.0,Legitimate,Approved,0.0
TRX_000133,55820,180.31,-1.0408346085195497,0.9539040269035639,-0.17788283700764676,0,0.01,Legitimate,Approved,0.0
TRX_000134,62623,17.14,-0.12339018298705422,-2.768667789917014,-0.566127135907978,0,0.0,Legitimate,Approved,0.0
TRX_000135,81734,21.69,0.9707014276209588,0.5759162542826954,0.047156997806280056,0,0.0,Legitimate,Approved,0.0
TRX_000136,75450,73.0,-0.4638247833776724,0.6247744869152405,0.13246521103083306,0,0.0,Legitimate,Approved,0.0
TRX_000137,22299,43.85,1.0786752937157922,0.22393060120987476,-0.5373380144050706,0,0.0,Legitimate,Approved,0.0
TRX_000138,43585,57.36,-1.5261095008111714,0.31608524581893993,0.14411825276523674,0,0.0,Legitimate,Approved,0.0
TRX_000139,64044,65.33,-0.12284325007050047,-0.41537703126691133,-0.5980517067201863,0,0.0,Legitimate,Approved,0.0
TRX_000140,42557,32.85,0.12288234604454824,1.1365772108979966,1.2473057076702496,0,0.0,Legitimate,Approved,0.0
TRX_000141,49080,80.07,0.08618178687126804,-1.0231883058370737,-0.08318140004007464,0,0.0,Legitimate,Approved,0.0
TRX_000142,2693,6.01,0.6392324435044315,0.7301084709805971,0.876324431613625,0,0.02,Legitimate,Approved,0.0
TRX_000143,69163,169.97,0.6551539309378069,-0.6320219166297447,1.2619589226923764,0,0.0,Legitimate,Approved,0.0
TRX_000144,25939,27.61,0.43102133660254144,-0.20963324270249756,0.3143274906227437,0,0.0,Legitimate,Approved,0.0
TRX_000145,48925,79.3,-0.7104278775545101,1.2259739731072987,0.17411760732831083,0,0.0,Legitimate,Approved,0.0
TRX_000146,42941,54.2,0.765896920279518,-0.37157594339113126,-0.8170474804367428,0,0.0,Legitimate,Approved,0.0
TRX_000147,21834,4.49,-0.7189003347233904,-0.819061997005441,-1.1057241754726632,0,0.0,Legitimate,Approved,0.0
TRX_000148,18047,41.2,-0.5564612367843843,-0.04409973766193481,0.08181136239099203,0,0.0,Legitimate,Approved,0.0
TRX_000149,26105,4.0,0.5454029207320095,0.6910499342711963,-0.38517230602055263,0,0.0,Legitimate,Approved,0.0
TRX_000150,75766,54.28,-0.5457962911150508,1.052519509978499,1.6699414701547446,0,0.0,Legitimate,Approved,0.0
TRX_000151,15707,41.15,-1.0529108939068148,-0.5944779110721343,0.8380939721599431,0,0.01,Legitimate,Approved,0.0
TRX_000152,21976,9.21,0.17124442923967448,-0.2858496092125809,1.5666896112610844,0,0.0,Legitimate,Approved,0.0
TRX_000153,44262,39.98,-0.4995275245395215,0.6718409007627424,0.4491119215243386,0,0.0,Legitimate,Approved,0.0
TRX_000154,23776,20.59,-0.22572040105480684,0.09137982170947834,0.6755306119761307,0,0.0,Legitimate,Approved,0.0
TRX_000155,30080,28.12,0.40058908334432386,-0.26543369311597875,1.660278820929424,0,0.0,Legitimate,Approved,0.0
TRX_000156,66842,2.49,1.1379863095801968,1.1287960538700983,-0.39014147937945626,0,0.0,Legitimate,Approved,0.0
TRX_000157,61373,9.6,0.3163089274741718,0.0068668318655308236,1.1594280055625246,0,0.0,Legitimate,Approved,0.0
TRX_000158,6776,15.07,-0.31480133243254615,-0.4449260864058629,-1.2862429925988688,0,0.0,Legitimate,Approved,0.0
TRX_000159,55016,10.62,0.30772860256398327,-0.7971781453401386,2.254734611220355,0,0.0,Legitimate,Approved,0.0
TRX_000160,9474,19.58,0.59453457758721,-0.17603544167625806,0.25578447839248547,0,0.04,Legitimate,Approved,0.0
TRX_000161,58053,16.91,1.5587190333988583,-0.3983161235127653,1.4205316152080756,0,0.0,Legitimate,Approved,0.0
TRX_000162,21959,44.78,-0.013603210794019629,2.972127460050719,0.17360569619672905,0,0.0,Legitimate,Approved,0.0
TRX_000163,5530,2.16,-0.9605830371485593,1.514316504399424,-0.020999934184975838,0,0.0,Legitimate,Approved,0.0
TRX_000164,3748,242.86,-2.1273636797438003,-0.38964391870401255,-1.8127180673299108,0,0.0,Legitimate,Approved,0.0
TRX_000165,13545,17.9,0.39714756940489576,0.8301363313514305,0.9477440194508949,0,0.01,Legitimate,Approved,0.0
TRX_000166,66199,24.38,-0.05894187285372206,-0.47132534355571953,-1.8160405697945654,0,0.0,Legitimate,Approved,0.0
TRX_000167,34766,60.02,-0.04246408893658882,-0.5477560262866185,-1.3484980250806615,0,0.0,Legitimate,Approved,0.0
TRX_000168,73530,188.46,-2.078711267300209,-0.6392078188721315,0.11058922978446982,1,0.0,Legitimate,Approved,0.0
TRX_000169,61087,18.37,0.9972105730444669,-0.5005647615062069,1.2872789502864344,0,0.0,Legitimate,Approved,0.0
TRX_000170,68840,65.98,-0.8353279126735852,-1.7303076642968493,-0.4194241547438029,0,0.0,Legitimate,Approved,0.0
TRX_000171,54384,16.93,0.3923252794928944,0.4801732436187082,-1.6043072656488075,0,0.0,Legitimate,Approved,0.0
TRX_000172,51005,84.8,1.6425971361974225,0.9633620180841472,-0.25831432561079465,0,0.0,Legitimate,Approved,0.0
TRX_000173,46576,66.5,-1.0938514945979934,2.148218825824029,-0.043446863362827555,0,0.0,Legitimate,Approved,0.0
TRX_000174,39353,11.4,0.9838523015018682,-1.347562846097277,0.04461791680968651,0,0.0,Legitimate,Approved,0.0
TRX_000175,62003,59.09,-0.42031797868043425,-1.3178183117768556,-0.7477974769420817,0,0.0,Legitimate,Approved,0.0
TRX_000176,83211,7.95,0.13758451130326002,-0.7619221170555484,1.1434264229616582,0,0.0,Legitimate,Approved,0.0
TRX_000177,52733,15.78,0.5674164361427877,-0.8351548027046688,0.016953417569628246,0,0.0,Legitimate,Approved,0.0
TRX_000178,65318,8.68,-0.8220342127616442,0.5515278092967407,0.39997080105141325,0,0.0,Legitimate,Approved,0.0
TRX_000179,23664,33.15,0.3373900766927696,-0.9323316987477223,-0.5652934896775469,0,0.0,Legitimate,Approved,0.0
TRX_000180,67172,89.87,0.10123783137822696,1.5734585474000997,0.24112090199159963,0,0.0,Legitimate,Approved,0.0
TRX_000181,85616,9.56,-0.23934485697961527,-1.4514842891164632,-0.13567559900239706,0,0.0,Legitimate,Approved,0.0
TRX_000182,26736,49.45,-0.11386582824442255,-0.20517604294752692,0.1466845821458963,0,0.0,Legitimate,Approved,0.0
TRX_000183,854,26.0,-0.3238734441854243,-0.5459229090762497,1.097934815831781,0,0.0,Legitimate,Approved,0.0
TRX_000184,38623,11.86,-1.2626659454238403,0.8604015284997212,-0.20923686877863407,0,0.0,Legitimate,Approved,0.0
TRX_000185,7392,21.71,0.7861965140230907,2.095866267542351,0.4339859609728725,0,0.0,Legitimate,Approved,0.0
TRX_000186,55680,59.08,-0.8482610287916863,1.4244565938913512,-0.14154880013028018,0,0.0,Legitimate,Approved,0.0
TRX_000187,46717,84.79,0.5740885706498411,-1.1996370677708559,0.08858664318862292,0,0.0,Legitimate,Approved,0.0
TRX_000188,50859,45.04,-1.8229085733570727,0.16430527620936394,0.11894805769045635,0,0.0,Legitimate,Approved,0.0
TRX_000189,26309,31.91,0.5190771452636835,-0.2853292283441221,1.3002543315363364,0,0.0,Legitimate,Approved,0.0
TRX_000190,63734,33.88,-1.7512896941560725,1.5815985918703674,1.6998581019855874,0,0.0,Legitimate,Approved,0.0
TRX_000191,70467,15.93,1.0773007360914613,-0.326725700836086,-1.6007717358368083,0,0.0,Legitimate,Approved,0.0
TRX_000192,52662,36.48,-0.7811359773657365,0.4237719155790725,-1.5468595506085205,0,0.0,Legitimate,Approved,0.0
TRX_000193,12688,7.61,0.8145987943716692,-1.0251089461558267,0.012208150007417214,0,0.0,Legitimate,Approved,0.0
TRX_000194,25342,29.41,0.6782095539765588,1.0954766722589995,-0.2884205399081231,0,0.0,Legitimate,Approved,0.0
TRX_000195,37157,181.15,-0.406491067608732,0.2045692656321683,0.7511871131796627,0,0.0,Legitimate,Approved,0.0
TRX_000196,67863,21.35,1.1242058805731754,2.0556835435971146,-1.5362452179033357,0,0.0,Legitimate,Approved,0.0
TRX_000197,52083,101.61,-1.0423727009916786,-0.04765028732231932,0.1022194575690136,0,0.0,Legitimate,Approved,0.0
TRX_000198,65733,64.78,-0.7075954041660025,-0.7134431250807078,1.980515477259175,0,0.0,Legitimate,Approved,0.0
TRX_000199,34698,139.47,-2.077345209098905,0.6301730768057361,-0.9003116294199976,0,0.0,Legitimate,Approved,0.0
TRX_000200,80623,1.45,-0.9461452259443727,0.35944656177477297,1.5732801043032714,0,0.0,Legitimate,Approved,0.0
TRX_000201,22671,39.53,0.3745858997313287,0.034941571538567175,0.6516543031777641,0,0.0,Legitimate,Approved,0.0
TRX_000202,25184,59.62,-0.0346007795865569,0.3193837719521333,0.416281341738353,0,0.0,Legitimate,Approved,0.0
TRX_000203,42107,73.58,0.15663728506383023,1.3862302249064318,1.2158519348688417,0,0.0,Legitimate,Approved,0.0
TRX_000204,86202,110.09,0.08194120250816164,1.1296384280436516,-1.0896422180377305,0,0.0,Legitimate,Approved,0.0
TRX_000205,51663,66.45,0.3294303460063973,-0.4999394198295585,-0.04191673443263636,0,0.0,Legitimate,Approved,0.0
TRX_000206,15708,41.95,0.00021512623440355475,1.7515316536825467,2.474612287003189,0,0.0,Legitimate,Approved,0.0
TRX_000207,49811,12.7,0.24213680990807745,-0.03876112831347168,0.8102356917321314,0,0.0,Legitimate,Approved,0.0
TRX_000208,2811,4.94,-1.3832368770454497,0.1701193191170165,-0.17039351615378706,0,0.0,Legitimate,Approved,0.0
TRX_000209,56250,126.38,-0.8523720393576335,0.6538806249865364,0.4753996667563324,0,0.0,Legitimate,Approved,0.0
TRX_000210,72082,18.04,-0.7525927016952737,-1.10606234698126,1.0239836475277564,0,0.0,Legitimate,Approved,0.0
TRX_000211,34754,23.33,0.12142092418766634,-1.0302051951752245,0.4664248820644522,0,0.0,Legitimate,Approved,0.0
TRX_000212,11411,81.9,0.689412212402225,-0.23138151477520447,-1.1761990080006888,0,0.0,Legitimate,Approved,0.0
TRX_000213,2911,32.49,-0.2224041621947952,0.3815368425517378,1.0957756008768202,0,0.01,Legitimate,Approved,0.0
TRX_000214,67270,10.41,-0.6992499856512625,-0.3480991917246711,-1.73835001965677,0,0.0,Legitimate,Approved,0.0
TRX_000215,83763,6.0,-0.48435852891403913,-0.21189823807130018,-0.8644681359039181,0,0.0,Legitimate,Approved,0.0
TRX_000216,8680,23.14,0.2044742136719646,-0.015607489907926509,-1.2020498603930894,0,0.0,Legitimate,Approved,0.0
TRX_000217,84896,36.45,0.08392543495190165,0.8978086434469617,2.476201477940375,0,0.0,Legitimate,Approved,0.0
TRX_000218,83879,73.42,1.6440262384099482,0.21924741488704186,-0.10231719735746748,0,0.0,Legitimate,Approved,0.0
TRX_000219,71295,29.23,0.9693363003061471,0.3097048314078735,2.0733919722699707,0,0.0,Legitimate,Approved,0.0
TRX_000220,11111,33.78,-1.5756186363931257,1.019245574444682,0.4847828144466415,0,0.0,Legitimate,Approved,0.0
TRX_000221,37504,8.85,-0.7302560617331453,0.3669956866558319,-0.5582751532169838,0,0.0,Legitimate,Approved,0.0
TRX_000222,1802,93.81,-0.4376422521406102,1.3174203234224469,-0.7986551808162496,0,0.03,Legitimate,Approved,0.0
TRX_000223,8155,673.9,1.2148832864759347,0.46262488816676284,-0.03531707982492315,0,0.0,Legitimate,Approved,0.0
