Client_ID,Annual_Income,Loan_Amount,Loan_Purpose,DTI_Ratio,Default_On_File,PD,Credit_Score,Risk_Rating,Decision,Expected_Loss
CL_00034,27300.0,27807,MEDICAL,0.5792106428571429,0,0.5356805035552112,555,Poor,Reject,8937.400657415854
CL_00035,24600.0,16253,VENTURE,0.37447969105691054,1,0.36211712192201323,650,Fair,Approve,3531.2937495590886
CL_00036,19200.0,15135,PERSONAL,0.4622087109375,0,0.5847320122351446,528,Poor,Reject,5309.951403107348
CL_00037,39800.0,27604,VENTURE,0.3846180452261307,0,0.3554995386103422,654,Fair,Approve,5887.9255582799315
CL_00038,80200.0,17655,PERSONAL,0.11925930486284288,0,0.18830052592217597,746,Very Good,Approve,1994.66747109361
CL_00039,29300.0,16117,PERSONAL,0.32555789931740614,1,0.8635525467699463,375,Poor,Reject,8350.725837774733
CL_00040,47600.0,20336,MEDICAL,0.25097443697478994,1,0.8027847054674224,408,Poor,Reject,9795.257862231301
CL_00041,23100.0,17714,MEDICAL,0.438325645021645,1,0.4247864076448312,616,Fair,Approve,4514.799855012324
CL_00042,40800.0,11859,EDUCATION,0.15463205882352943,0,0.2187018205461631,729,Good,Approve,1556.150933914169
CL_00043,77300.0,11738,DEBT_CONSOLIDATION,0.0799034359637775,1,0.27446564277035973,699,Good,Approve,1933.0066289030892
CL_00044,54800.0,12663,DEBT_CONSOLIDATION,0.12448098722627736,0,0.3159811723498691,676,Good,Approve,2400.7617512798356
CL_00045,14200.0,2827,DEBT_CONSOLIDATION,0.10745586267605634,0,0.24109917982810727,717,Good,Approve,408.9524288244355
CL_00046,51100.0,11027,DEBT_CONSOLIDATION,0.11549218003913896,0,0.2789492862977406,696,Good,Approve,1845.5842680031112
CL_00047,52600.0,32843,EDUCATION,0.3400749039923954,0,0.36827706511863545,647,Fair,Approve,7257.194189814806
CL_00048,40300.0,25333,PERSONAL,0.3459557456575682,0,0.38271771487072337,639,Fair,Approve,5817.232722492021
CL_00049,54200.0,8184,EDUCATION,0.08781945387453874,1,0.6181223739217013,510,Poor,Reject,3035.228104905122
CL_00050,22000.0,25256,MEDICAL,0.6637736000000001,0,0.5612774718233533,541,Poor,Reject,8505.374297022367
CL_00051,37700.0,19557,VENTURE,0.2764177042440319,0,0.3888689489004645,636,Fair,Approve,4563.06602018783
CL_00052,70700.0,31517,PERSONAL,0.26671316973125886,0,0.3193014629786999,674,Good,Approve,6038.05452521981
CL_00053,67000.0,1129,PERSONAL,0.009797023880597016,0,0.7212696432736941,453,Poor,Reject,488.58805635360045
CL_00054,50500.0,17016,EDUCATION,0.18102665346534652,0,0.8086118865492717,405,Poor,Reject,8255.603916913444
CL_00055,21400.0,2558,MEDICAL,0.06387230373831775,1,0.29451128092661055,688,Good,Approve,452.01591396616186
CL_00056,19500.0,11453,MEDICAL,0.3121970333333333,0,0.8426315837602039,386,Poor,Reject,5790.395717283369
CL_00057,38900.0,20584,PERSONAL,0.3068550539845758,0,0.3931825134079241,633,Fair,Approve,4855.961313593225
CL_00058,40500.0,14835,EDUCATION,0.198789,0,0.2923487261741414,689,Good,Approve,2602.196011676033
CL_00059,34200.0,5693,DEBT_CONSOLIDATION,0.08829976169590643,1,0.3679070408092918,647,Fair,Approve,1256.696869996379
CL_00060,22400.0,26190,PERSONAL,0.6508331919642856,1,0.918125980344172,345,Poor,Reject,14427.431655128317
CL_00061,47200.0,33605,DEBT_CONSOLIDATION,0.4116256514830508,0,0.30542094613549625,682,Good,Approve,6158.202536930011
CL_00062,38800.0,22646,VENTURE,0.3197580180412371,0,0.43590413739866507,610,Fair,Approve,5922.891057318101
CL_00063,43200.0,27957,MEDICAL,0.36318213888888895,0,0.29663576055080415,686,Good,Approve,4975.827574631298
CL_00064,51800.0,17324,PERSONAL,0.1804137413127413,0,0.23672323937255055,719,Good,Approve,2460.5960393340397
CL_00065,30800.0,24684,VENTURE,0.446556,0,0.42908166618031623,614,Fair,Approve,6354.871108796956
CL_00066,27100.0,11251,DEBT_CONSOLIDATION,0.22913014391143913,0,0.28119259585007333,695,Good,Approve,1898.218737545505
CL_00067,70600.0,23343,PERSONAL,0.18434687889518414,0,0.28856186981663484,691,Good,Approve,4041.539836277824
CL_00068,23100.0,23407,VENTURE,0.5673917597402596,1,0.5097562749971758,569,Poor,Reject,7159.119077315336
CL_00069,27400.0,7198,PERSONAL,0.13973051824817517,0,0.3051124969617271,682,Good,Approve,1317.7198518783068
CL_00070,76200.0,31949,VENTURE,0.22305601049868767,0,0.23875400557304635,718,Good,Approve,4576.771034431955
CL_00071,26200.0,28484,VENTURE,0.5920214580152671,0,0.49089770796294707,580,Fair,Reject,8389.638188169949
CL_00072,34200.0,28880,DEBT_CONSOLIDATION,0.45067999999999997,0,0.4337454340013715,611,Fair,Approve,7515.940880375766
CL_00073,28400.0,11401,MEDICAL,0.2183652799295775,1,0.7993453816413715,410,Poor,Reject,5468.002017655966
CL_00074,12500.0,2899,EDUCATION,0.122187052,0,0.2812381471317287,695,Good,Approve,489.1856331209288
CL_00075,33700.0,16138,VENTURE,0.26400235608308603,0,0.25449879577025275,710,Good,Approve,2464.260939684203
CL_00076,19800.0,14983,MEDICAL,0.40938398989898994,0,0.5429008508824069,551,Poor,Reject,4880.5700692626615
CL_00077,42300.0,23706,EDUCATION,0.33171587234042554,0,0.37664638227934116,642,Fair,Approve,5357.267482988437
CL_00078,70500.0,8375,DEBT_CONSOLIDATION,0.07001143617021277,0,0.13799819713025455,774,Very Good,Approve,693.4409405795291
CL_00079,9600.0,21357,PERSONAL,1.218127640625,1,0.8837716863715228,363,Poor,Reject,11324.827143501967
CL_00080,28400.0,28528,MEDICAL,0.5631768732394367,0,0.48963344170424455,580,Fair,Reject,8380.957694963214
CL_00081,47600.0,30223,PERSONAL,0.37886689285714287,0,0.5318378201492502,557,Poor,Reject,9644.240663022472
CL_00082,9800.0,9031,PERSONAL,0.5200197244897959,1,0.6162680856452029,511,Poor,Reject,3339.3102488770965
CL_00083,81000.0,26753,EDUCATION,0.1944216475308642,0,0.1532076909686087,765,Very Good,Approve,2459.259213889913
CL_00084,45600.0,29661,MEDICAL,0.38182032894736834,0,0.3303760532600227,668,Fair,Approve,5879.570469447319
CL_00085,69600.0,12601,VENTURE,0.10783269540229884,0,0.1957360622645716,742,Very Good,Approve,1479.88207235752
CL_00086,25900.0,19724,EDUCATION,0.41728825482625487,0,0.4917175181570776,579,Poor,Reject,5819.181796878119
CL_00087,27800.0,11675,MEDICAL,0.22184599820143888,0,0.34184765345688173,661,Fair,Approve,2394.6428124654567
CL_00088,33000.0,29099,VENTURE,0.4698165818181818,0,0.9087843982124684,350,Poor,Reject,15866.830322150769
CL_00089,131000.0,30455,PERSONAL,0.13201428816793892,0,0.10455749775482895,792,Very Good,Approve,1910.579156473989
CL_00090,80100.0,24484,DEBT_CONSOLIDATION,0.17262595505617978,1,0.7866089636508024,417,Poor,Reject,11555.600319615747
CL_00091,39300.0,17784,DEBT_CONSOLIDATION,0.24770894656488548,0,0.2607009898149791,706,Good,Approve,2781.7838417217527
CL_00092,42300.0,30022,EDUCATION,0.3858501252955082,0,0.5460393162032307,549,Poor,Reject,9835.915410632035
CL_00093,53200.0,20715,VENTURE,0.22513934210526318,0,0.26364393370722483,704,Good,Approve,3276.830452047097
CL_00094,152500.0,28441,VENTURE,0.10267667245901639,1,0.3204001286790201,673,Good,Approve,5467.500035856006
CL_00095,45700.0,18633,DEBT_CONSOLIDATION,0.23252516192560174,0,0.256241396462154,709,Good,Approve,2864.727564167589
CL_00096,37300.0,5226,VENTURE,0.08103802680965147,0,0.1731103694410469,754,Very Good,Approve,542.8048744193467
CL_00097,29600.0,23791,MEDICAL,0.44792987500000003,1,0.5655188151275656,538,Poor,Reject,8072.554878419947
CL_00098,41800.0,23027,MEDICAL,0.29720254784688993,0,0.31189841857513545,678,Good,Approve,4309.250930717786
CL_00099,25500.0,24361,DEBT_CONSOLIDATION,0.5632167666666666,0,0.6007272688301918,519,Poor,Reject,8780.59019758338
CL_00100,48900.0,7161,PERSONAL,0.07790699386503068,0,0.21409886568411376,732,Good,Approve,919.8971862983632
CL_00101,15400.0,32929,PERSONAL,1.2555784935064933,1,0.9312221148929072,337,Poor,Reject,18398.527812785123
CL_00102,31100.0,10677,PERSONAL,0.20178156752411577,0,0.31314591564039707,677,Good,Approve,2006.0753647755116
CL_00103,56400.0,2628,DEBT_CONSOLIDATION,0.026457063829787235,0,0.16201839919834632,760,Very Good,Approve,255.47061185595248
CL_00104,45300.0,8980,EDUCATION,0.1134294922737307,0,0.1879134020283447,746,Very Good,Approve,1012.4774101287211
CL_00105,27500.0,32374,VENTURE,0.6496578872727273,1,0.5951358618427945,522,Poor,Reject,11560.157034779179
CL_00106,31600.0,12875,MEDICAL,0.2396135284810127,0,0.39001406842328845,635,Fair,Approve,3012.858678569903
CL_00107,67600.0,23980,MEDICAL,0.19325893491124257,0,0.1931107307297385,743,Very Good,Approve,2778.4771937394776
CL_00108,17600.0,19882,EDUCATION,0.6405167045454545,1,0.7860759409780474,417,Poor,Reject,9377.257115115322
CL_00109,17600.0,11301,VENTURE,0.3372000085227273,0,0.5137594367803933,567,Poor,Reject,3483.5972370331347
CL_00110,20800.0,1595,PERSONAL,0.04566454326923077,0,0.2675815893078871,702,Good,Approve,256.07558096764797
CL_00111,36100.0,18323,MEDICAL,0.3025579030470914,0,0.3160785965993234,676,Good,Approve,3474.904875293642
CL_00112,16100.0,22798,PERSONAL,0.8188871677018633,1,0.8440800695723191,385,Poor,Reject,11546.002455665837
CL_00113,64300.0,27670,PERSONAL,0.23958433125972003,0,0.7818766571240867,419,Poor,Reject,12980.716261574087
CL_00114,20900.0,10589,DEBT_CONSOLIDATION,0.2727807464114832,0,0.2941001396403162,688,Good,Approve,1868.535827190785
CL_00115,41500.0,16097,DEBT_CONSOLIDATION,0.21796889518072285,0,0.45295979044175977,600,Fair,Approve,4374.776248044604
CL_00116,25700.0,7381,VENTURE,0.1678244105058366,0,0.3916102238308114,634,Fair,Approve,1734.2850372571313
CL_00117,34900.0,26371,MEDICAL,0.43100339255014325,0,0.37488111199614654,643,Fair,Approve,5931.593882670229
CL_00118,13900.0,31588,DEBT_CONSOLIDATION,1.2829500287769784,1,0.9130137703468918,347,Poor,Reject,17304.167386630572
CL_00119,66200.0,3917,VENTURE,0.03483289879154078,0,0.1515886028913999,766,Very Good,Approve,356.263534515368
CL_00120,20400.0,28115,EDUCATION,0.7559351715686273,1,0.9482714587431644,328,Poor,Reject,15996.391237538439
CL_00121,19200.0,5353,PERSONAL,0.164353828125,0,0.2845596122262552,693,Good,Approve,913.9485625482863
CL_00122,151400.0,11626,MEDICAL,0.04284495838837516,0,0.07950365765178302,806,Exceptional,Approve,554.5857143157776
CL_00123,50600.0,5365,MEDICAL,0.055685731225296436,0,0.15481163857542443,764,Very Good,Approve,498.3386645742913
CL_00124,64700.0,27576,VENTURE,0.24716108809891804,0,0.34358717898062185,661,Fair,Approve,5684.856028541777
CL_00125,47800.0,20502,DEBT_CONSOLIDATION,0.2534227343096234,0,0.2673175140773878,702,Good,Approve,3288.326204168763
CL_00126,27700.0,24133,PERSONAL,0.48906352166064976,0,0.4510052266689972,601,Fair,Approve,6530.465481121745
CL_00127,16600.0,10145,PERSONAL,0.3416909337349398,0,0.5246020301098367,561,Poor,Reject,3193.2525572785758
CL_00128,30400.0,27301,MEDICAL,0.5257238618421052,0,0.4046435129931556,627,Fair,Approve,6628.303528935684
CL_00129,20200.0,19125,MEDICAL,0.5598796410891089,0,0.539688206073565,553,Poor,Reject,6192.922164694159
CL_00130,20900.0,3458,PERSONAL,0.09895836363636364,0,0.3285079626889431,669,Fair,Approve,681.5883209870192
CL_00131,14000.0,28468,EDUCATION,1.1202157999999998,0,0.8522201657152131,381,Poor,Reject,14556.60220654841
CL_00132,38900.0,8063,VENTURE,0.1180638766066838,0,0.3351685379940164,665,Fair,Approve,1621.4783531074527
CL_00133,93300.0,7003,EDUCATION,0.0440370857449089,0,0.10770183334352852,790,Very Good,Approve,452.5415633428381
CL_00134,50800.0,12024,DEBT_CONSOLIDATION,0.13370782677165352,0,0.2594559848662607,707,Good,Approve,1871.819257219151
CL_00135,34100.0,18173,EDUCATION,0.2982557023460411,0,0.35101894928571653,656,Fair,Approve,3827.440419221596
CL_00136,35400.0,7458,EDUCATION,0.11964401694915253,0,0.2585776673540795,707,Good,Approve,1157.0833458760349
CL_00137,5800.0,18705,DEBT_CONSOLIDATION,1.7793937499999999,1,0.9747811805511568,313,Poor,Reject,10939.969189325631
CL_00138,28200.0,3109,VENTURE,0.059467893617021275,0,0.30652598837613493,681,Good,Approve,571.793578716842
CL_00139,15400.0,14365,PERSONAL,0.4943798701298702,1,0.4784779759269343,586,Fair,Reject,4124.001674514247
CL_00140,39400.0,16212,EDUCATION,0.23484769035532996,1,0.7305044449224869,448,Poor,Reject,7105.762836650014
CL_00141,31100.0,30145,VENTURE,0.5364549919614148,1,0.9023439834267797,353,Poor,Reject,16320.695628240164
CL_00142,21600.0,13399,DEBT_CONSOLIDATION,0.3667355925925926,0,0.3875882968696865,636,Fair,Approve,3115.9773538541576
CL_00143,38800.0,6085,VENTURE,0.08495475515463916,0,0.3006706867353394,684,Good,Approve,1097.748677270724
CL_00144,38600.0,24820,EDUCATION,0.35255974093264253,0,0.46378325421080596,594,Fair,Reject,6906.660221707322
CL_00145,90300.0,15659,PERSONAL,0.10366500775193797,1,0.7238570659198781,451,Poor,Reject,6800.926677143622
CL_00146,54800.0,34386,DEBT_CONSOLIDATION,0.35559390875912406,0,0.4329671652989044,611,Fair,Approve,8932.805367580877
CL_00147,41400.0,22274,DEBT_CONSOLIDATION,0.2964486473429952,1,0.34331670361253935,661,Fair,Approve,4588.221753759421
CL_00148,20600.0,10074,EDUCATION,0.28830712135922326,0,0.5174039653668568,565,Poor,Reject,3127.3965282634294
CL_00149,19100.0,2703,VENTURE,0.08218676701570679,0,0.267461563306649,702,Good,Approve,433.76916337072333
CL_00150,52000.0,11987,PERSONAL,0.1309349230769231,0,0.29794902874831114,686,Good,Approve,2142.9090045636035
CL_00151,32200.0,30780,DEBT_CONSOLIDATION,0.565606397515528,0,0.5034977439003989,573,Poor,Reject,9298.596334352567
CL_00152,42200.0,26083,EDUCATION,0.3288497665876778,0,0.3420473741161296,661,Fair,Approve,5352.972995442605
CL_00153,65300.0,23755,EDUCATION,0.201753797856049,0,0.1793359619155173,751,Very Good,Approve,2556.075465181868
CL_00154,14600.0,11227,MEDICAL,0.45046415068493145,1,0.41574131323799235,621,Fair,Approve,2800.516634233764
CL_00155,84000.0,8148,MEDICAL,0.05373314999999999,0,0.11665676441992626,785,Very Good,Approve,570.3115898961355
CL_00156,65000.0,31900,VENTURE,0.29176230769230765,0,0.25310646506247003,710,Good,Approve,4844.457741295677
CL_00157,10600.0,12771,EDUCATION,0.6463210330188679,1,0.9617063351529135,321,Poor,Reject,7369.170963742715
CL_00158,149000.0,3385,VENTURE,0.012500645973154362,1,0.3106831876339403,679,Good,Approve,630.9975540845328
CL_00159,44000.0,1925,VENTURE,0.024366562500000005,0,0.1891576855439551,745,Very Good,Approve,218.4771268032681
CL_00160,27300.0,33996,PERSONAL,0.7179008791208792,0,0.7221885677867039,452,Poor,Reject,14730.913530286072
CL_00161,49600.0,16389,MEDICAL,0.1783129808467742,0,0.18778531683768562,746,Very Good,Approve,1846.5681345916978
CL_00162,20200.0,27997,VENTURE,0.7286842945544555,0,0.6487081471423154,493,Poor,Reject,10897.129197326041
CL_00163,50400.0,30488,PERSONAL,0.3618937698412698,0,0.3425240071144398,661,Fair,Approve,6265.7231573430245
CL_00164,22600.0,23975,PERSONAL,0.6284420353982301,1,0.5525158049245735,546,Poor,Reject,7947.939853839989
CL_00165,122100.0,7575,MEDICAL,0.03396652334152334,0,0.05357160669747338,820,Exceptional,Approve,243.48295244001648
CL_00166,37600.0,28728,MEDICAL,0.42881888297872334,0,0.30164992064504415,684,Good,Approve,5199.479352174497
CL_00167,53600.0,26809,EDUCATION,0.28091930690298506,0,0.3969479315435909,631,Fair,Approve,6385.066258051277
CL_00168,22700.0,3596,VENTURE,0.09349600000000001,1,0.7751985175889788,423,Poor,Reject,1672.5683215499807
CL_00169,59300.0,8221,PERSONAL,0.07899368971332209,0,0.3043744563552234,682,Good,Approve,1501.357443417775
CL_00170,36000.0,26429,EDUCATION,0.4309395277777777,0,0.5720049493231558,535,Poor,Reject,9070.51128339701
CL_00171,15600.0,18507,VENTURE,0.7039778076923078,1,0.7118811831860713,458,Poor,Reject,7904.871034334772
CL_00172,31500.0,21358,VENTURE,0.3847491142857143,0,0.3361634422004879,665,Fair,Approve,4307.867279110812
CL_00173,115700.0,15933,EDUCATION,0.075244522039758,0,0.12492357591479424,781,Very Good,Approve,1194.24440103025
CL_00174,60800.0,11653,PERSONAL,0.10779025,0,0.15260140280674425,766,Very Good,Approve,1066.9584881441945
CL_00175,28900.0,16300,EDUCATION,0.33209134948096886,0,0.38798727179567033,636,Fair,Approve,3794.515518161656
CL_00176,11800.0,30232,VENTURE,1.457156779661017,1,0.919029446629826,344,Poor,Reject,16670.45893830774
CL_00177,22000.0,10848,EDUCATION,0.29200843636363644,0,0.3334547661567738,666,Fair,Approve,2170.390381961209
CL_00178,15600.0,4110,EDUCATION,0.15600875,0,0.3953739369310958,632,Fair,Approve,974.9921284720822
CL_00179,12000.0,20813,VENTURE,0.9591324166666668,1,0.9834940626922821,309,Poor,Reject,12281.67715608868
CL_00180,58200.0,8176,MEDICAL,0.07847274226804123,0,0.13269928993101593,777,Very Good,Approve,650.9696366855917
CL_00181,37700.0,9379,PERSONAL,0.14325987135278515,1,0.7819514937457785,419,Poor,Reject,4400.353835904994
CL_00182,106600.0,7788,VENTURE,0.038965570356472794,0,0.0659398400321261,813,Exceptional,Approve,308.12368450211886
CL_00183,20000.0,7282,MEDICAL,0.20385958999999995,0,0.3146459906856113,676,Good,Approve,1374.7512625035727
CL_00184,36300.0,6375,EDUCATION,0.09416735537190082,0,0.35644734531170313,653,Fair,Approve,1363.4110958172646
CL_00185,15700.0,33403,MEDICAL,1.252293363057325,1,0.988983747057775,306,Poor,Reject,19821.014461782517
CL_00186,25400.0,19610,VENTURE,0.45990854330708664,1,0.3900951370302557,635,Fair,Approve,4589.859382297988
CL_00187,31800.0,2340,VENTURE,0.03941207547169811,1,0.7619305442923757,430,Poor,Reject,1069.7504841864954
CL_00188,29000.0,8983,EDUCATION,0.17812669482758625,0,0.279835852182458,696,Good,Approve,1508.259276093012
CL_00189,37500.0,33088,VENTURE,0.5053640533333333,0,0.43454609977163616,610,Fair,Approve,8626.956809546338
CL_00190,65100.0,28360,DEBT_CONSOLIDATION,0.2535410138248848,0,0.37128367964081704,645,Fair,Approve,6317.763092768143
CL_00191,61100.0,9527,MEDICAL,0.08999974468085105,0,0.13414371905017308,776,Very Good,Approve,766.7923268345993
CL_00192,22900.0,26379,DEBT_CONSOLIDATION,0.6235350524017467,0,0.5895948524231269,525,Poor,Reject,9331.7535672418
CL_00193,35700.0,9554,DEBT_CONSOLIDATION,0.14634747619047617,0,0.22791027673740827,724,Good,Approve,1306.4728703695191
CL_00194,58500.0,7333,MEDICAL,0.06736331965811966,0,0.22567301142796348,725,Good,Approve,992.9161156807537
CL_00195,67600.0,19405,VENTURE,0.17054009615384613,0,0.15692843335067888,763,Very Good,Approve,1827.1177495019542
CL_00196,24400.0,3569,MEDICAL,0.08251849795081967,0,0.3519825679808718,656,Fair,Approve,753.7354710742388
CL_00197,55500.0,24765,EDUCATION,0.26692654054054055,0,0.7035933791840305,463,Poor,Reject,10454.694021295509
CL_00198,44300.0,28606,DEBT_CONSOLIDATION,0.36077138148984195,0,0.3356618125626498,665,Fair,Approve,5761.165086100296
CL_00199,19200.0,12578,DEBT_CONSOLIDATION,0.37108375520833337,1,0.4896734919136633,580,Fair,Reject,3695.4679087740337
CL_00200,58700.0,31202,VENTURE,0.3105316592844975,0,0.3750384416584327,643,Fair,Approve,7021.16967397585
CL_00201,39800.0,15427,MEDICAL,0.2266761206030151,0,0.34224907150029327,661,Fair,Approve,3167.9258556210143
CL_00202,12800.0,25381,PERSONAL,1.07542073046875,1,0.8504005572065164,382,Poor,Reject,12950.409925475155
CL_00203,30400.0,19469,VENTURE,0.3500577434210526,0,0.4270633216739319,615,Fair,Approve,4988.6974858018675
CL_00204,37200.0,20095,VENTURE,0.28756917338709675,0,0.30516553701088456,682,Good,Approve,3679.380879740235
CL_00205,25200.0,32210,VENTURE,0.7482434126984127,0,0.7096228092415153,459,Poor,Reject,13714.170411401525
CL_00206,75900.0,6802,MEDICAL,0.05238615415019763,0,0.5026428110037715,573,Poor,Reject,2051.385840268592
CL_00207,77600.0,12841,VENTURE,0.08788473067010308,0,0.1272995843308782,779,Very Good,Approve,980.7923774356842
CL_00208,28900.0,16169,EDUCATION,0.304525491349481,0,0.8632948528272584,375,Poor,Reject,8375.168685218363
CL_00209,27000.0,19921,EDUCATION,0.41225402777777775,1,0.45197103190668925,601,Fair,Approve,5402.228955967894
CL_00210,33600.0,7745,DEBT_CONSOLIDATION,0.1303856919642857,0,0.8361205629919817,390,Poor,Reject,3885.4522562237385
CL_00211,32200.0,32443,DEBT_CONSOLIDATION,0.5684577826086956,1,0.5687626068070476,537,Poor,Reject,11071.419151584627
CL_00212,25500.0,16016,MEDICAL,0.3760619607843137,0,0.7954882769126185,412,Poor,Reject,7644.324145819498
CL_00213,3900.0,14219,PERSONAL,2.123006076923077,1,0.9897276682282378,305,Poor,Reject,8443.762628722388
CL_00214,104100.0,30012,DEBT_CONSOLIDATION,0.1538078962536023,1,0.13402634490585616,776,Very Good,Approve,2413.4391979887328
CL_00215,36300.0,23081,DEBT_CONSOLIDATION,0.34780460055096424,0,0.3308023188880277,668,Fair,Approve,4581.14899335274
CL_00216,32600.0,1301,DEBT_CONSOLIDATION,0.021985303680981595,0,0.16500372480783396,759,Very Good,Approve,128.80190758499518
CL_00217,44100.0,19549,DEBT_CONSOLIDATION,0.24320995124716552,0,0.24115530558448167,717,Good,Approve,2828.6070413226194
CL_00218,34600.0,13438,VENTURE,0.22679537861271673,1,0.3987423924174459,630,Fair,Approve,3214.9801615833826
CL_00219,28100.0,6286,DEBT_CONSOLIDATION,0.12349417437722422,0,0.1926838664818448,744,Very Good,Approve,726.7264708229258
CL_00220,19900.0,22251,MEDICAL,0.6283391683417084,0,0.5513025294923779,546,Poor,Reject,7360.21955024094
CL_00221,12100.0,31466,VENTURE,1.4692801652892558,0,0.918511245385498,344,Poor,Reject,17341.12490838005
CL_00222,16100.0,7580,VENTURE,0.2567313043478261,0,0.30714761375863275,681,Good,Approve,1396.9073473742617
CL_00223,18600.0,18015,MEDICAL,0.5319267741935484,0,0.4356631427029498,610,Fair,Approve,4709.082909476184
CL_00224,53700.0,13383,PERSONAL,0.1454186312849162,0,0.33037233539450356,668,Fair,Approve,2652.8237787507846
CL_00225,56100.0,29963,DEBT_CONSOLIDATION,0.31511889483065947,1,0.7468618419412788,439,Poor,Reject,13426.932822051922
CL_00226,21400.0,16536,EDUCATION,0.40783648598130845,1,0.8584903961968487,377,Poor,Reject,8517.598314906654
CL_00227,7300.0,16156,PERSONAL,1.2623811506849314,1,0.9374078213983305,334,Poor,Reject,9086.856457506856
CL_00228,36500.0,5400,DEBT_CONSOLIDATION,0.08469863013698631,0,0.20826960087421445,735,Good,Approve,674.7935068324548
CL_00229,28200.0,26344,EDUCATION,0.5421072056737589,0,0.6237839287878602,506,Poor,Reject,9859.778291992432
